"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.829605713E2,8.956818581E-1,4.174227715E-1,1.342853546E0
1.829687662E2,3.856835365E-1,3.062174320E-1,1.657114983E0
1.829769866E2,-4.944658279E-2,2.160272598E-1,1.674265862E0
1.829851816E2,-4.333878756E-1,2.198795080E-1,1.464200974E0
1.829933831E2,-5.740370750E-1,1.347972155E-1,9.283885956E-1
1.830015776E2,-6.518661976E-1,5.425715446E-2,4.109487534E-1
1.830097738E2,-7.243684530E-1,-1.659906507E-1,-1.130189896E-1
1.830179940E2,-6.922194958E-1,-3.455840945E-1,-4.237947464E-1
1.830261914E2,-5.084456205E-1,-5.466678143E-1,-4.952583313E-1
1.830344297E2,-2.915371656E-1,-6.856147051E-1,-3.275175095E-1
1.830426261E2,-1.468342543E-1,-7.046593428E-1,-2.077980042E-1
1.830508226E2,2.775537968E-2,-7.274199724E-1,-1.361980438E-1
1.830590461E2,1.664144993E-1,-6.946722269E-1,-1.150665283E-1
1.830672395E2,2.415800095E-1,-6.773532629E-1,-1.275844574E-1
1.830754463E2,3.095662594E-1,-5.646160245E-1,-2.548589706E-1
1.830836438E2,3.073287010E-1,-4.217792153E-1,-6.163072586E-1
1.830918415E2,2.608399391E-1,-1.978866458E-1,-1.116230011E0
1.831000683E2,3.005557060E-1,2.609968185E-3,-1.634792328E0
1.831082668E2,4.280469418E-1,1.784781814E-1,-2.150394440E0
1.831165038E2,5.262482166E-1,3.531780243E-1,-2.598593712E0
1.831246986E2,5.687408447E-1,4.848650098E-1,-2.965094566E0
1.831328933E2,6.096904278E-1,5.630980730E-1,-3.297683239E0
1.831411057E2,5.963361263E-1,6.680679321E-1,-3.529371738E0
1.831493015E2,6.393127441E-1,6.992055178E-1,-3.638709545E0
1.831574983E2,6.471185684E-1,7.310094833E-1,-3.580105305E0
1.831656952E2,7.291836739E-1,6.951458454E-1,-3.518537521E0
1.831738931E2,8.055806160E-1,6.154761314E-1,-3.487315178E0
1.831821066E2,9.422974586E-1,5.905606747E-1,-3.290413857E0
1.831903026E2,1.118920326E0,5.901227593E-1,-3.102782726E0
1.831985406E2,1.217091084E0,6.275452375E-1,-3.070727825E0
1.832067351E2,1.226470709E0,6.007974148E-1,-3.048618793E0
1.832149314E2,1.205304623E0,6.144358516E-1,-2.797296524E0
1.832231434E2,1.286634922E0,7.267676592E-1,-2.407551289E0
1.832313385E2,1.356489182E0,8.513762355E-1,-2.092137337E0
1.832395398E2,1.387685299E0,8.787764311E-1,-1.656956673E0
1.832477353E2,1.348280430E0,8.248670101E-1,-1.109516144E0
1.832559325E2,1.217648268E0,8.072261810E-1,-4.331893921E-1
1.832641543E2,9.920046329E-1,7.862153053E-1,2.402458191E-1
1.832723511E2,6.895198822E-1,7.509431839E-1,8.363904953E-1
1.832805827E2,4.263596535E-1,7.286013961E-1,1.355798721E0
1.832887813E2,1.007034779E-1,8.727394342E-1,1.616478920E0
1.832969589E2,-1.098616123E-1,1.009037971E0,1.144514084E0
1.833051851E2,-1.785054207E-1,1.230107069E0,4.329595566E-1
1.833133834E2,-2.662614584E-1,1.484355092E0,-1.472330093E-1
1.833216107E2,-3.334932327E-1,1.706951857E0,-5.343561172E-1
1.833298078E2,-3.877806664E-1,1.985669374E0,-8.365697861E-1
1.833380051E2,-3.591631651E-1,2.101117373E0,-9.466304779E-1
1.833462028E2,-3.358917236E-1,2.112718344E0,-6.877183914E-1
1.833543996E2,-4.731514454E-1,1.984384537E0,1.473808289E-2
1.833626125E2,-7.441366911E-1,1.957145452E0,1.216227531E0
1.833708086E2,-9.632614851E-1,1.958061934E0,2.374539375E0
1.833790053E2,-1.009015918E0,2.092154980E0,3.165497780E0
1.833872335E2,-8.999802470E-1,2.170011520E0,3.353635788E0
1.833954301E2,-6.606842279E-1,2.247524023E0,3.193266869E0
1.834036261E2,-4.051754475E-1,2.393608570E0,3.016332626E0
1.834118229E2,-1.373933554E-1,2.598708153E0,2.867485046E0
1.834200188E2,1.262639761E-1,2.808655262E0,2.662350655E0
1.834282356E2,4.012615681E-1,2.867384195E0,2.288007736E0
1.834364323E2,4.526772499E-1,2.761859179E0,1.829861641E0
1.834446300E2,2.770543098E-1,2.523965836E0,1.452508926E0
1.834528254E2,6.155252457E-2,2.106997013E0,1.360939026E0
1.834610204E2,-2.081798315E-1,1.509070158E0,1.665250778E0
1.834692446E2,-3.574159145E-1,8.480339050E-1,2.112379074E0
1.834774402E2,-5.165352821E-1,2.751287818E-1,2.451693535E0
1.834856765E2,-7.740494013E-1,-1.689754725E-1,2.690699577E0
1.834938718E2,-1.081618547E0,-5.245761275E-1,2.836523056E0
1.835020660E2,-1.425189614E0,-7.369166017E-1,2.800424576E0
1.835102777E2,-1.711346507E0,-8.097112179E-1,2.508239746E0
1.835184739E2,-1.906288028E0,-8.971049190E-1,2.000638962E0
1.835267073E2,-1.970438838E0,-8.658603430E-1,1.356662750E0
1.835349026E2,-1.958317637E0,-8.498840928E-1,6.479854584E-1
1.835430987E2,-1.984791517E0,-8.518203497E-1,-6.574153900E-2
1.835513123E2,-2.068324089E0,-8.826148510E-1,-6.602430344E-1
1.835595079E2,-2.137964249E0,-8.490647674E-1,-1.102292061E0
1.835677087E2,-2.034476042E0,-8.965777159E-1,-1.547795296E0
1.835759045E2,-1.878883481E0,-8.983864784E-1,-2.013236046E0
1.835841011E2,-1.640259862E0,-8.808922768E-1,-2.391820431E0
1.835923140E2,-1.413142920E0,-8.616583347E-1,-2.685209274E0
1.836005101E2,-1.228473902E0,-7.965602875E-1,-2.948426247E0
1.836087486E2,-9.364644885E-1,-7.969717383E-1,-3.285222054E0
1.836169451E2,-5.141887665E-1,-7.826489806E-1,-3.604955196E0
1.836251424E2,-2.319443226E-2,-7.022105455E-1,-3.735432625E0
1.836333548E2,3.330672979E-1,-6.271566153E-1,-3.863417625E0
1.836415500E2,5.506715775E-1,-5.364059806E-1,-3.833423615E0
1.836497459E2,5.972720385E-1,-3.843499720E-1,-3.710328579E0
1.836579426E2,6.029983759E-1,-2.735126317E-1,-3.611524582E0
1.836661399E2,6.041675806E-1,-1.570185870E-1,-3.455760002E0
1.836743567E2,7.595677376E-1,-8.030521870E-2,-3.247491360E0
1.836825530E2,1.084733367E0,5.002367496E-2,-3.012798786E0
1.836907508E2,1.472618461E0,9.815743566E-2,-2.706347466E0
1.836989487E2,1.811976910E0,1.020128727E-1,-2.319290638E0
1.837071462E2,1.864268064E0,3.213459253E-2,-1.821207523E0
1.837153478E2,1.572829962E0,4.669079185E-2,-1.011587143E0
1.837235426E2,1.069144487E0,1.039806008E-1,-1.233959198E-2
1.837317377E2,5.859746933E-1,9.056442976E-2,1.081273079E0
1.837399321E2,1.841104031E-1,9.318257868E-2,2.174821854E0
1.837481271E2,4.271161556E-2,5.616736412E-2,2.841187477E0
1.837563394E2,5.821645260E-2,-4.387572408E-3,2.860580444E0
1.837645335E2,1.690716743E-1,1.169255078E-1,2.589528084E0
1.837727593E2,3.982859850E-1,6.315451860E-2,2.131106377E0
1.837809543E2,8.585861921E-1,-2.991512418E-3,1.911334991E0
1.837891489E2,1.376444221E0,-4.726028442E-2,1.862874031E0
1.837973485E2,1.815297127E0,-1.058188379E-1,1.978050232E0
1.838055434E2,1.985485196E0,-1.162293255E-1,2.426036835E0
1.838137395E2,2.052357197E0,-2.042374313E-1,2.895124435E0
1.838219360E2,2.087126970E0,-2.519622445E-1,3.528664589E0
1.838301322E2,2.170241833E0,-3.046548069E-1,4.168954849E0
1.838383454E2,2.376569271E0,-3.469313383E-1,4.392687798E0
1.838465428E2,2.681396484E0,-3.389726579E-1,4.204873085E0
1.838547798E2,2.865594625E0,-2.570225596E-1,3.789716721E0
1.838629775E2,2.819196224E0,-1.016479135E-1,3.302253723E0
1.838711738E2,2.555208921E0,4.107585549E-2,2.756569862E0
1.838793900E2,2.173805952E0,1.449730396E-1,2.267544746E0
1.838875875E2,1.631949902E0,2.135351300E-1,1.811464310E0
1.838957863E2,1.012730479E0,1.935454011E-1,1.294930458E0
1.839039841E2,2.614016533E-1,1.404069662E-1,1.141877174E0
1.839121813E2,-3.143064976E-1,-6.753188372E-2,1.398492813E0
1.839204042E2,-5.632445812E-1,-3.602448702E-1,1.596533775E0
1.839285981E2,-7.036858797E-1,-5.927159190E-1,1.379961014E0
1.839367961E2,-8.856611252E-1,-7.655367255E-1,8.588190079E-1
1.839449900E2,-1.102759838E0,-9.085156918E-1,1.831817627E-1
1.839531851E2,-1.222573519E0,-1.004611731E0,-5.830068588E-1
1.839613981E2,-1.220972300E0,-1.004934788E0,-1.256061554E0
1.839695936E2,-1.119421959E0,-9.266226888E-1,-1.812752247E0
1.839777897E2,-9.856556654E-1,-8.952352405E-1,-2.162444592E0
1.839859842E2,-8.885372877E-1,-7.898416519E-1,-2.130174637E0
1.839941791E2,-7.436655760E-1,-6.827798486E-1,-1.940408707E0
1.840023942E2,-6.771218777E-1,-5.337778926E-1,-1.915846825E0
1.840105893E2,-6.128586531E-1,-3.627333939E-1,-1.905372620E0
1.840188565E2,-3.416597843E-1,-3.336948752E-1,-1.870407104E0
1.840270516E2,-7.286512852E-2,-2.751952410E-1,-1.724920273E0
1.840352447E2,1.743191481E-1,-1.811826378E-1,-1.717904091E0
1.840434634E2,3.216888905E-1,-6.896167994E-2,-1.856746197E0
1.840516566E2,3.893775940E-1,9.845379740E-2,-2.053104877E0
1.840598526E2,4.829020500E-1,2.313208133E-1,-2.252027035E0
1.840680484E2,5.355491638E-1,4.196161330E-1,-2.377012253E0
1.840762431E2,5.968158245E-1,5.896872282E-1,-2.547664165E0
1.840844537E2,5.916152000E-1,7.986893654E-1,-2.809326649E0
1.840926479E2,6.010131836E-1,9.760651588E-1,-3.059007168E0
1.841008846E2,6.550943851E-1,1.106586337E0,-3.045099258E0
1.841090802E2,7.024619579E-1,1.242907643E0,-3.057067871E0
1.841172746E2,8.340067863E-1,1.337570786E0,-2.900959492E0
1.841254856E2,1.018404484E0,1.415063739E0,-2.648547649E0
1.841336795E2,1.101323128E0,1.469789982E0,-2.350399494E0
1.841418813E2,1.122415066E0,1.586220622E0,-2.023563385E0
1.841500773E2,9.730470181E-1,1.624587893E0,-1.517563820E0
1.841582720E2,7.904288769E-1,1.586506486E0,-8.948497772E-1
1.841664945E2,6.386764050E-1,1.515862226E0,-1.912727356E-1
1.841746902E2,5.384001732E-1,1.419553518E0,3.969669342E-1
1.841828881E2,3.526461124E-1,1.352414608E0,1.008768082E0
1.841910828E2,2.118551731E-1,1.372524619E0,1.325902939E0
1.841992769E2,1.997845173E-1,1.309067130E0,1.268932343E0
1.842074970E2,1.941428185E-1,1.358655453E0,1.230149269E0
1.842156929E2,7.107520103E-2,1.255331278E0,1.352672577E0
1.842239190E2,-1.439898014E-1,1.361919165E0,1.384860039E0
1.842321139E2,-3.712356091E-1,1.369126081E0,1.379826546E0
1.842403091E2,-4.923285246E-1,1.370359540E0,1.375723839E0
1.842485331E2,-5.713601112E-1,1.363957047E0,1.535841942E0
1.842567283E2,-6.550184488E-1,1.284263372E0,1.755656242E0
1.842649619E2,-6.019500494E-1,1.238007545E0,1.923151016E0
1.842731552E2,-5.138411522E-1,1.123689651E0,2.005495071E0
1.842813473E2,-3.230394125E-1,1.048999071E0,2.088696480E0
1.842895579E2,-1.490647793E-1,9.739901423E-1,2.375683784E0
1.842977791E2,-2.906322479E-4,9.825776815E-1,2.959561348E0
1.843059261E2,8.512914181E-2,1.067315459E0,3.641782761E0
1.843141212E2,2.519026995E-1,1.185558081E0,3.755763054E0
1.843223164E2,4.478232861E-1,1.348748684E0,3.242541313E0
1.843305309E2,4.523141384E-1,1.661735177E0,2.346053123E0
1.843387278E2,1.869134903E-1,1.877764583E0,1.625368118E0
1.843469611E2,-1.282114983E-1,1.774948835E0,1.124582291E0
1.843551543E2,-2.299492359E-1,1.319813013E0,1.055872917E0
1.843633479E2,-1.491204500E-1,6.483760476E-1,1.756687164E0
1.843715707E2,-1.785892248E-1,-6.500351429E-2,2.705588341E0
1.843797677E2,-3.934423923E-1,-6.963088512E-1,3.537431717E0
1.843879641E2,-7.499808073E-1,-1.095290780E0,4.090122223E0
1.843961606E2,-1.135276318E0,-1.376915097E0,4.270538330E0
1.844043561E2,-1.421071172E0,-1.553340077E0,4.100141525E0
1.844125718E2,-1.455489397E0,-1.620236635E0,3.578771591E0
1.844207664E2,-1.354374647E0,-1.591174245E0,2.768367767E0
1.844290023E2,-1.129922867E0,-1.427750587E0,1.877121925E0
1.844371946E2,-9.092033505E-1,-1.236844540E0,9.503583908E-1
1.844453874E2,-7.128618956E-1,-1.021034360E0,6.198024750E-2
1.844535982E2,-6.277000904E-1,-8.141851425E-1,-6.424646378E-1
1.844617923E2,-5.520904064E-1,-6.302289367E-1,-1.175208092E0
1.844699860E2,-4.421148300E-1,-4.852077663E-1,-1.613100052E0
1.844781806E2,-3.628816605E-1,-3.928922415E-1,-2.016439438E0
1.844863760E2,-3.033610582E-1,-3.114632666E-1,-2.408898354E0
1.844945874E2,-3.841869831E-1,-1.407974362E-1,-2.922130585E0
1.845027837E2,-4.991453886E-1,-6.636923552E-2,-3.251292229E0
1.845110493E2,-6.305319071E-1,2.981895208E-2,-3.476461887E0
1.845192441E2,-7.591990232E-1,5.936610699E-2,-3.613294601E0
1.845274389E2,-8.095415831E-1,8.876365423E-2,-3.697457790E0
1.845356509E2,-7.810434103E-1,1.365734339E-1,-3.742896080E0
1.845438453E2,-7.556208372E-1,1.706690788E-1,-3.847594261E0
1.845520737E2,-7.866945267E-1,2.369189262E-1,-3.953954220E0
1.845602683E2,-7.496060133E-1,1.643050909E-1,-3.942215443E0
1.845684633E2,-7.804203033E-1,2.087857723E-1,-3.886650562E0
1.845766754E2,-7.568302155E-1,2.407671809E-1,-3.883031368E0
1.845848699E2,-5.860564709E-1,2.243853211E-1,-3.746865273E0
1.845931062E2,-3.361666203E-1,2.000773549E-1,-3.564081192E0
1.846013016E2,-8.097171783E-3,1.454704404E-1,-3.416310310E0
1.846094970E2,2.193059921E-1,1.941390038E-1,-3.136061668E0
1.846177084E2,3.938612938E-1,2.375806868E-1,-2.991408825E0
1.846259019E2,6.013300419E-1,2.742220759E-1,-3.033095360E0
1.846341374E2,7.938568592E-1,2.247479856E-1,-2.938009262E0
1.846423324E2,8.750159740E-1,2.027364373E-1,-2.682665825E0
1.846505289E2,9.864606857E-1,2.264738083E-2,-2.456375599E0
1.846587436E2,1.067303419E0,-1.969309747E-1,-1.898017406E0
1.846669373E2,1.176025629E0,-3.832011521E-1,-1.093992233E0
1.846751726E2,1.228800774E0,-6.159039140E-1,-9.925079346E-2
1.846833678E2,1.190425873E0,-7.723354101E-1,9.975862503E-1
1.846915636E2,1.058544159E0,-9.413657188E-1,1.598130226E0
1.846997773E2,9.902601242E-1,-1.120143056E0,1.848621368E0
1.847079494E2,1.012654305E0,-1.215808630E0,2.021625519E0
1.847161265E2,1.107124805E0,-1.213521242E0,2.152785301E0
1.847243177E2,1.146183252E0,-1.206651688E0,2.246433258E0
1.847325102E2,1.210186481E0,-1.124756575E0,2.584712982E0
1.847407210E2,1.103105068E0,-9.783051014E-1,3.095810890E0
1.847489141E2,9.484736919E-1,-8.227177858E-1,3.627442360E0
1.847571770E2,8.835742474E-1,-6.995247602E-1,3.833710670E0
1.847653711E2,1.047670603E0,-5.770192146E-1,3.866568565E0
1.847735665E2,1.405701637E0,-4.702334106E-1,3.704939842E0
1.847817801E2,1.861199141E0,-3.151782155E-1,3.159198761E0
1.847899753E2,2.095377207E0,-3.492057323E-2,2.539150238E0
1.847981705E2,2.112468958E0,2.893403172E-1,2.195493698E0
1.848063658E2,2.037861824E0,5.143987536E-1,1.991281509E0
1.848145622E2,2.015227795E0,6.829800010E-1,1.744565010E0
1.848227773E2,1.793988228E0,8.036565185E-1,1.304742813E0
1.848309751E2,1.340928793E0,9.083710313E-1,9.281435013E-1
1.848391775E2,7.962343693E-1,8.909600973E-1,7.680568695E-1
1.848473731E2,2.781171799E-1,6.871697307E-1,9.856948853E-1
1.848555680E2,8.452415466E-3,4.017376900E-1,1.431183815E0
1.848637888E2,-2.223863602E-1,1.243366003E-1,1.703408241E0
1.848719835E2,-5.416872501E-1,-1.192216873E-1,1.716972351E0
1.848801841E2,-9.386056662E-1,-2.891865969E-1,1.514756203E0
1.848883760E2,-1.216317892E0,-4.482237995E-1,1.251821518E0
1.848965697E2,-1.259801030E0,-5.328536034E-1,1.011857033E0
1.849047931E2,-9.796943665E-1,-5.526777506E-1,7.492628098E-1
1.849129874E2,-6.068662405E-1,-5.209443569E-1,4.232091904E-1
1.849211911E2,-3.035578728E-1,-3.664988577E-1,-7.198333740E-3
1.849293866E2,-4.575300217E-2,-2.070729434E-1,-2.933902740E-1
1.849375810E2,2.829751968E-1,-1.024206877E-1,-4.859266281E-1
1.849458016E2,5.711600780E-1,-9.996339679E-2,-6.327676773E-1
1.849539951E2,7.876918316E-1,-9.784585238E-2,-7.127056122E-1
1.849621950E2,8.898987770E-1,-5.685564876E-2,-8.670759201E-1
1.849703899E2,8.730967045E-1,3.909170628E-2,-1.162859917E0
1.849785842E2,7.694091797E-1,1.130871475E-1,-1.458550453E0
1.849868027E2,6.354358196E-1,2.830598652E-1,-1.921625614E0
1.849949970E2,4.978189468E-1,4.230326712E-1,-2.418163776E0
1.850032626E2,3.866612911E-1,5.206854343E-1,-2.924089432E0
1.850114573E2,3.259694576E-1,5.635462999E-1,-3.367681026E0
1.850196516E2,2.042005062E-1,6.081396341E-1,-3.717537880E0
1.850278630E2,1.405618191E-1,5.991976857E-1,-3.923346996E0
1.850360573E2,1.092753410E-1,5.789757967E-1,-4.040368080E0
1.850442881E2,1.136085987E-1,4.751502275E-1,-3.922835827E0
1.850524855E2,1.010696888E-1,3.964970112E-1,-3.571424007E0
1.850606826E2,1.745433807E-1,3.276438713E-1,-2.926811218E0
1.850688963E2,-5.983924866E-2,2.589012086E-1,-2.099334240E0
1.850770917E2,-4.057030678E-1,1.723850965E-1,-8.661489487E-1
1.850853286E2,-8.279803991E-1,2.109301984E-1,1.506137848E-1
1.850935248E2,-1.164844275E0,3.873954415E-1,6.807451248E-1
1.851017215E2,-1.201899052E0,6.312882304E-1,8.945569992E-1
1.851099413E2,-8.764355183E-1,8.444343805E-1,7.758474350E-1
1.851181359E2,-4.144299030E-1,1.100741029E0,2.554626465E-1
1.851263370E2,-9.740591049E-2,1.378833652E0,-3.818998337E-1
1.851345323E2,5.131554604E-2,1.707901239E0,-9.928636551E-1
1.851427273E2,1.808524132E-1,1.876656771E0,-1.561454773E0
1.851509511E2,1.854135990E-1,2.135083914E0,-1.796205044E0
1.851591446E2,1.433234215E-1,2.310966015E0,-1.910176754E0
1.851673434E2,1.155006886E-1,2.484965086E0,-1.910182476E0
1.851755388E2,9.545183182E-2,2.577401400E0,-1.848064899E0
1.851837348E2,1.534347534E-1,2.543463230E0,-1.625413895E0
1.851919566E2,3.015379906E-1,2.551009655E0,-1.247141838E0
1.852001506E2,5.932319164E-1,2.481171608E0,-1.111004829E0
1.852083519E2,8.734529018E-1,2.375715256E0,-6.987829208E-1
1.852165472E2,1.027210474E0,2.247605801E0,1.716451645E-1
1.852247433E2,1.125239849E0,2.188501835E0,1.182510376E0
1.852329575E2,1.242901087E0,2.159186840E0,2.180758476E0
1.852411536E2,1.341075301E0,2.232142448E0,3.175654411E0
1.852493794E2,1.386658192E0,2.297122478E0,4.008120537E0
1.852575750E2,1.341856241E0,2.363487005E0,4.637408257E0
1.852657703E2,1.090904117E0,2.449749231E0,4.951056480E0
1.852739836E2,7.291367054E-1,2.391012907E0,4.927029610E0
1.852821783E2,4.020891190E-1,2.035029888E0,4.693467140E0
1.852903304E2,6.164431572E-2,1.433809400E0,4.465046883E0
1.852985261E2,-1.887470484E-1,8.248758316E-1,4.466452599E0
1.853067242E2,-4.053192139E-1,1.798211336E-1,4.736177444E0
1.853149393E2,-7.133110762E-1,-2.839604020E-1,4.939888000E0
1.853231370E2,-1.191362619E0,-5.819256306E-1,4.941838264E0
1.853313774E2,-1.679437160E0,-8.102237582E-1,4.754373550E0
1.853395751E2,-1.708378673E0,-1.069084883E0,4.396471977E0
1.853477704E2,-1.407297492E0,-1.330643177E0,3.854094505E0
1.853559835E2,-1.036517859E0,-1.406234264E0,3.136563301E0
1.853641798E2,-8.714593649E-1,-1.300909519E0,2.092201233E0
1.853724106E2,-9.256116152E-1,-1.058937669E0,8.452720642E-1
1.853806083E2,-9.719194174E-1,-9.359581470E-1,-5.189104080E-1
1.853888048E2,-9.090559483E-1,-8.682328463E-1,-1.677926064E0
1.853970214E2,-8.290170431E-1,-8.453972340E-1,-2.520203590E0
1.854052181E2,-7.396399975E-1,-8.835128546E-1,-2.953997135E0
1.854134546E2,-6.848366261E-1,-9.832494259E-1,-2.996726036E0
1.854216506E2,-8.056064844E-1,-1.124850988E0,-2.596676826E0
1.854298464E2,-9.589331150E-1,-1.216841102E0,-2.285809040E0
1.854380590E2,-9.866321087E-1,-1.296828985E0,-2.135012627E0
1.854462553E2,-1.010078907E0,-1.304536581E0,-2.083628178E0
1.854544517E2,-9.711389542E-1,-1.315520406E0,-2.081419468E0
1.854626496E2,-9.015334845E-1,-1.248105526E0,-2.300437927E0
1.854708453E2,-7.374374866E-1,-1.076366425E0,-2.716499805E0
1.854790585E2,-5.983936787E-1,-9.043997526E-1,-3.265078545E0
1.854872518E2,-4.229379892E-1,-7.175272703E-1,-3.886922359E0
1.854955187E2,-1.457662582E-1,-5.558832884E-1,-4.445977688E0
1.855037155E2,1.907753944E-1,-4.041967392E-1,-4.797301769E0
1.855119137E2,3.879103661E-1,-1.771456599E-1,-5.010495186E0
1.855201281E2,3.965878487E-1,1.327999234E-1,-5.118844032E0
1.855283239E2,3.574066162E-1,3.549266458E-1,-5.225319386E0
1.855365210E2,5.013773441E-1,4.664857388E-1,-5.150166512E0
1.855447198E2,6.981391907E-1,5.481848121E-1,-4.857732773E0
1.855529187E2,7.385468483E-1,7.260058522E-1,-4.618227482E0
1.855611325E2,6.367225647E-1,8.256734610E-1,-4.422029018E0
1.855693288E2,5.680096149E-1,7.723296285E-1,-4.137502193E0
1.855775266E2,4.745368958E-1,5.916042328E-1,-3.458192825E0
1.855857253E2,4.620862007E-1,3.668106198E-1,-2.529933929E0
1.855939244E2,3.810114861E-1,2.294090986E-1,-1.780680180E0
1.856021401E2,3.691458702E-1,1.520295739E-1,-1.361541748E0
1.856103374E2,3.936483860E-1,-6.646215916E-3,-9.645338058E-1
1.856185371E2,4.147081375E-1,-2.155300677E-1,-3.602695465E-1
1.856267324E2,4.729490280E-1,-3.378562331E-1,1.928482056E-1
1.856349276E2,5.385062695E-1,-3.643870950E-1,6.041784286E-1
1.856431475E2,6.230845451E-1,-4.454158545E-1,7.540426254E-1
1.856513438E2,6.787724495E-1,-4.885917008E-1,8.691129684E-1
1.856595649E2,6.576912403E-1,-4.424024820E-1,9.683713913E-1
1.856677617E2,6.362631321E-1,-3.226816058E-1,1.228376389E0
1.856759569E2,9.622225761E-1,-3.100258112E-1,1.625087738E0
1.856841538E2,1.467312336E0,-3.058163822E-1,2.220496178E0
1.856923508E2,1.851232767E0,-3.369709551E-1,3.119861603E0
1.857005480E2,1.947165489E0,-3.206137717E-1,3.698929787E0
1.857087448E2,1.753022194E0,-2.812077105E-1,4.130771637E0
1.857169429E2,1.444180489E0,-1.142781973E-1,4.328979492E0
1.857250994E2,1.081035614E0,3.971212730E-2,4.150416374E0
1.857332975E2,8.453197479E-1,2.030096352E-1,3.942956924E0
1.857415276E2,7.915296555E-1,3.241893053E-1,3.845665932E0
1.857497258E2,8.255040646E-1,3.267631531E-1,3.766595840E0
1.857579231E2,8.139739037E-1,2.075250000E-1,3.892854691E0
1.857661392E2,6.657834053E-1,6.085084379E-2,4.215380669E0
1.857743366E2,4.798710346E-1,-4.002124071E-3,4.602666855E0
1.857825739E2,3.437800407E-1,-8.766186237E-2,5.035563469E0
1.857907704E2,5.669021606E-2,-1.882310212E-1,5.198150635E0
1.857989658E2,-6.403851509E-2,-3.476376832E-1,5.116247177E0
1.858071792E2,-2.375385761E-1,-4.765870273E-1,4.875186920E0
1.858153746E2,-4.619312286E-1,-6.892799735E-1,4.560729980E0
1.858235701E2,-6.459789276E-1,-8.664329648E-1,4.165721893E0
1.858317660E2,-7.896128893E-1,-9.971690178E-1,3.783602715E0
1.858399618E2,-7.606053352E-1,-1.110768437E0,3.407093048E0
1.858481754E2,-5.695520639E-1,-1.114151835E0,2.851577759E0
1.858563716E2,-3.485015631E-1,-9.947494268E-1,2.188504219E0
1.858645753E2,-1.756694317E-1,-8.443228602E-1,1.592513084E0
1.858727733E2,1.484942436E-2,-6.850683689E-1,8.599262238E-1
1.858809708E2,1.462676525E-1,-4.811248779E-1,1.704187393E-1
1.858891860E2,1.423516273E-1,-2.582439482E-1,-4.831972122E-1
1.858973816E2,1.336700916E-1,-1.101733819E-1,-1.201704025E0
1.859056182E2,1.262881756E-1,7.583469898E-2,-1.927321911E0
1.859138149E2,1.302845478E-1,2.397987247E-1,-2.600306034E0
1.859220113E2,2.337656021E-1,3.305469155E-1,-3.194261551E0
1.859302246E2,2.631554604E-1,4.274630845E-1,-3.567654133E0
1.859384211E2,2.144057751E-1,4.923146367E-1,-3.866750240E0
1.859466593E2,5.781078339E-2,5.271198153E-1,-4.196655750E0
1.859548579E2,-5.687856674E-2,6.131258011E-1,-4.466199398E0
1.859630544E2,-1.253948212E-1,6.233125925E-1,-4.665705204E0
1.859712707E2,-8.783030510E-2,6.035604477E-1,-4.828757763E0
1.859794658E2,-9.628367424E-2,6.146014929E-1,-4.931794643E0
1.859877328E2,-1.634440422E-1,6.170955896E-1,-4.984192848E0
1.859959304E2,-1.490933895E-1,6.145035028E-1,-4.933736801E0
1.860041273E2,-1.386106014E-1,6.372751594E-1,-4.888392448E0
1.860123419E2,-4.667186737E-2,6.662868857E-1,-4.824682236E0
1.860205388E2,7.961821556E-2,7.212141156E-1,-4.632763386E0
1.860287356E2,1.872444153E-1,8.000884056E-1,-4.336548328E0
1.860369326E2,3.095734119E-1,8.051773906E-1,-3.885775089E0
1.860451300E2,4.239394665E-1,8.402916193E-1,-3.138792038E0
1.860533447E2,4.953210354E-1,8.253667355E-1,-2.492403984E0
1.860615427E2,5.286204815E-1,9.087925553E-1,-2.082959652E0
1.860697446E2,5.307598114E-1,8.986209035E-1,-1.939768791E0
1.860779396E2,4.702818394E-1,9.767368436E-1,-1.702044487E0
1.860861340E2,4.134266376E-1,9.900094271E-1,-1.382220268E0
1.860943525E2,2.509067059E-1,1.005085230E0,-1.085842133E0
1.861025473E2,7.810592651E-4,1.124269485E0,-6.976070404E-1
1.861107494E2,-1.802387238E-1,1.202700615E0,-3.942003250E-1
1.861189453E2,-2.350466251E-1,1.312906265E0,-1.461372375E-1
1.861271424E2,-1.781408787E-1,1.445487380E0,-2.519702911E-2
1.861353687E2,-5.720567703E-2,1.533338785E0,8.572864532E-2
1.861435642E2,-1.288437843E-2,1.546305180E0,3.564043045E-1
1.861517769E2,2.261662483E-2,1.608478785E0,6.119050980E-1
1.861599718E2,1.135802269E-2,1.625045538E0,1.105874062E0
1.861681649E2,3.633475304E-2,1.641903758E0,1.976963043E0
1.861763759E2,1.132893562E-2,1.876898289E0,2.698336601E0
1.861845698E2,-4.275321960E-2,2.054255247E0,3.249296188E0
1.861927969E2,-1.434230804E-1,2.304471016E0,3.551897049E0
1.862009912E2,-3.507751226E-1,2.652845860E0,3.578648567E0
1.862091846E2,-5.512589216E-1,2.913268566E0,3.528259277E0
1.862173963E2,-6.798307896E-1,2.896374226E0,3.163152695E0
