"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.616688200E-2,1.970562935E-1,-3.885989189E-1,-3.189082146E-1
2.439645900E-2,2.730290890E-1,-4.624423981E-1,2.437877655E-2
3.259572800E-2,2.929139137E-1,-4.482173920E-1,4.850473404E-1
4.071457400E-2,3.215110302E-1,-4.007120132E-1,6.856150627E-1
4.886799700E-2,3.509950638E-1,-3.713827133E-1,7.681603432E-1
5.700442000E-2,3.764081001E-1,-3.537340164E-1,7.632856369E-1
6.525149700E-2,3.529627323E-1,-3.205161095E-1,6.110877991E-1
7.344884300E-2,3.270764351E-1,-3.049240112E-1,4.314742088E-1
8.164630500E-2,2.775275707E-1,-2.682399750E-1,2.338371277E-1
8.984495900E-2,2.163522243E-1,-2.540812492E-1,9.668254852E-2
9.804284300E-2,1.364588737E-1,-2.751808167E-1,1.665401459E-2
1.062476120E-1,7.999324799E-2,-2.916278839E-1,-5.515956879E-2
1.144431890E-1,2.386975288E-2,-2.529225349E-1,-5.025339127E-2
1.225948820E-1,1.771616936E-2,-2.069516182E-1,5.872011185E-2
1.307921120E-1,1.515722275E-2,-1.618566513E-1,1.706771851E-1
1.389877280E-1,8.474302292E-2,-1.121654510E-1,2.379956245E-1
1.472276510E-1,1.503715515E-1,-1.062459946E-1,2.254490852E-1
1.554258430E-1,1.731054783E-1,-1.492328644E-1,2.325153351E-1
1.636219580E-1,1.183476448E-1,-1.301631927E-1,2.646884918E-1
1.718180350E-1,2.902626991E-2,-6.900501251E-2,3.260898590E-1
1.800152660E-1,3.811669350E-2,-4.553937912E-2,3.286242485E-1
1.882254200E-1,8.379220963E-2,-5.641937256E-3,2.876338959E-1
1.964229970E-1,6.353116035E-2,-1.301765442E-2,2.173929214E-1
2.046198040E-1,-3.386545181E-2,-2.151727676E-2,1.094689369E-1
2.128169200E-1,-4.234099388E-2,-9.023189545E-3,2.343797684E-2
2.210141890E-1,-8.047413826E-2,1.306056976E-3,1.286363602E-2
2.292246120E-1,-1.270172596E-1,2.199268341E-2,-4.477024078E-3
2.374227270E-1,-1.869981289E-1,1.212196350E-1,8.921670914E-2
2.456208430E-1,-2.268419266E-1,1.546106339E-1,2.018313408E-1
2.538184190E-1,-2.534739971E-1,1.440377235E-1,2.685623169E-1
2.620152270E-1,-3.267612457E-1,1.362981796E-1,3.057074547E-1
2.702266890E-1,-4.350965023E-1,2.755632401E-1,3.102598190E-1
2.784255730E-1,-3.785505295E-1,3.457980156E-1,3.659963608E-1
2.866238040E-1,-2.524087429E-1,3.657736778E-1,3.813571930E-1
2.948494580E-1,-1.200282574E-1,4.290165901E-1,3.489561081E-1
3.030462270E-1,-1.454875469E-1,3.877267838E-1,3.629150391E-1
3.112549580E-1,-2.550771236E-1,3.043532372E-1,4.280090332E-1
3.194510350E-1,-3.384721279E-1,2.625932693E-1,4.072413445E-1
3.276491880E-1,-4.232130051E-1,2.793927193E-1,3.430266380E-1
3.358451500E-1,-3.432190418E-1,2.739238739E-1,3.789458275E-1
3.440434580E-1,-1.863508224E-1,3.758578300E-1,3.976993561E-1
3.522549960E-1,7.308006287E-2,3.486976624E-1,3.224468231E-2
3.604514190E-1,5.214185715E-1,1.227345467E-1,-3.912324905E-1
3.686482650E-1,3.665258884E-1,8.386373520E-2,-7.741575241E-1
3.768451500E-1,-2.803940773E-1,7.120399475E-1,-7.635211945E-1
3.850429960E-1,-6.158080101E-1,8.092913628E-1,-5.048274994E-1
3.932835730E-1,-9.347944260E-1,9.351286888E-1,-4.593544006E-1
4.014798040E-1,-8.093822002E-1,9.108748436E-1,-2.742342949E-1
4.096758420E-1,-6.761426926E-1,8.155531883E-1,1.850128174E-4
4.178706880E-1,-9.715914726E-2,1.004467487E0,3.055186272E-1
4.260658420E-1,1.645429134E-1,1.015035629E0,5.795955658E-1
4.342712650E-1,7.944704294E-1,6.758708954E-1,6.754255295E-1
4.424670730E-1,-9.336566925E-2,4.043188095E-1,6.465559006E-1
4.506678800E-1,-6.712734699E-1,4.482941628E-1,-2.563762665E-2
4.588969960E-1,-4.366416931E-1,5.784959793E-1,-5.686187744E-1
4.670922650E-1,-2.374337912E-1,5.515532494E-1,-9.110136032E-1
4.752988800E-1,-5.362570286E-2,4.717316628E-1,-1.249089718E0
4.834943030E-1,1.272690296E-2,2.485375404E-1,-1.379300594E0
4.916904570E-1,-1.448904276E-1,-1.794195175E-1,-1.114303589E0
4.998879570E-1,-3.221153021E-1,-6.022171974E-1,-8.871560097E-1
5.080853420E-1,-1.741465330E-1,-9.978289604E-1,-6.116995811E-1
5.162891490E-1,3.246034384E-1,-1.215355873E0,-3.449468613E-1
5.244840340E-1,8.787316084E-1,-1.338303566E0,-2.280077934E-1
5.326788800E-1,1.449067712E0,-1.568542957E0,-1.592016220E-1
5.408952650E-1,1.944880962E0,-1.696089745E0,7.807779312E-2
5.490906880E-1,2.341818810E0,-1.866231918E0,3.366813660E-1
5.572908030E-1,2.632283211E0,-2.122906208E0,6.045870781E-1
5.654869570E-1,2.910130024E0,-1.957082748E0,9.032478333E-1
5.736841110E-1,3.208007812E0,-1.693209171E0,9.648838043E-1
5.819086490E-1,3.456997633E0,-1.455889702E0,8.234667778E-1
5.901039180E-1,3.332659960E0,-1.001100063E0,5.638237000E-1
5.983089180E-1,2.045386791E0,-1.005358696E-1,5.014815331E-1
6.065031870E-1,8.964806795E-1,5.121684074E-1,2.267937660E-1
6.146972640E-1,-1.016485691E-1,7.658348083E-1,-7.253694534E-2
6.229193800E-1,-6.962108612E-1,6.850380898E-1,-1.605024338E-1
6.311148800E-1,-8.697471619E-1,3.300371170E-1,-2.365155220E-1
6.393451100E-1,-8.238784075E-1,-2.193021774E-2,-1.893663406E-1
6.475432640E-1,-5.656841993E-1,-2.647981644E-1,-1.298408508E-1
6.557410330E-1,-1.958292723E-1,-3.601727486E-1,-1.509757042E-1
6.639650720E-1,1.390668154E-1,-2.668161392E-1,-1.499085426E-1
6.721593030E-1,3.107899427E-1,-1.256809235E-1,-1.194920540E-1
6.803679180E-1,4.139786959E-1,-6.309890747E-2,-7.189607620E-2
6.885635720E-1,4.640166163E-1,-3.188371658E-2,1.013398170E-1
6.967586870E-1,5.233664513E-1,-3.083372116E-2,2.982215881E-1
7.049544180E-1,5.341143608E-1,1.028060913E-2,4.265098572E-1
7.131490330E-1,5.470712781E-1,6.846332550E-2,4.299044609E-1
7.213576870E-1,5.221370459E-1,8.205938339E-2,3.991189003E-1
7.295529560E-1,4.562509060E-1,5.801630020E-2,3.580589294E-1
7.377479950E-1,3.624594212E-1,-2.902030945E-3,3.346595764E-1
7.459431480E-1,2.642899156E-1,-9.108066559E-2,2.593860626E-1
7.541380330E-1,1.903530359E-1,-1.495018005E-1,1.205625534E-1
7.623479180E-1,2.208925486E-1,-1.207771301E-1,-2.570152283E-3
7.705434940E-1,2.812052369E-1,-9.262847900E-2,-1.007938385E-1
7.787396870E-1,2.141876221E-1,-8.083391190E-2,-1.531534195E-1
7.869645330E-1,1.175413132E-1,-6.805562973E-2,-2.080202103E-1
7.951601480E-1,4.462635517E-2,-1.088566780E-1,-2.516446114E-1
8.033688400E-1,-1.810300350E-2,-1.050529480E-1,-1.956820488E-1
8.115651480E-1,-6.704485416E-2,-1.220321655E-1,-8.046722412E-2
8.197619940E-1,-8.718383312E-2,-1.392064095E-1,1.734385490E-1
8.279581100E-1,-1.482610703E-1,-1.349868774E-1,4.024672508E-1
8.361543400E-1,-1.669551134E-1,-1.903080940E-1,5.025601387E-1
8.443604560E-1,-1.014885902E-1,-2.451357841E-1,3.612122536E-1
8.525568400E-1,-1.261234283E-3,-2.072701454E-1,1.384544373E-1
8.607523790E-1,9.474599361E-2,-1.538805962E-1,7.025623322E-2
8.689473020E-1,1.543024778E-1,-1.247396469E-1,-7.017135620E-3
8.771429940E-1,1.729272604E-1,-1.015467644E-1,-6.636905670E-2
8.853799170E-1,2.430143356E-1,-8.749246597E-2,1.062011719E-2
8.935747250E-1,2.725890279E-1,-1.239881516E-1,1.955780983E-1
9.017710710E-1,2.762159705E-1,-1.453504562E-1,3.267011642E-1
9.100000710E-1,3.015097976E-1,-1.633796692E-1,2.265920639E-1
9.181971480E-1,2.959325910E-1,-1.851501465E-1,-3.052377701E-2
9.264050320E-1,2.873501182E-1,-7.163476944E-2,-3.559360504E-1
9.346001480E-1,2.448650599E-1,4.230833054E-2,-5.257091522E-1
9.427944550E-1,1.563323736E-1,1.630177498E-1,-5.529599190E-1
9.510223780E-1,1.466169357E-1,2.410144806E-1,-4.912586212E-1
9.592172630E-1,1.565915346E-1,2.929973602E-1,-3.599848747E-1
9.674256090E-1,1.051453352E-1,3.180990219E-1,-2.638125420E-1
9.756204940E-1,1.488161087E-2,2.987661362E-1,-1.828446388E-1
9.838156860E-1,-3.162705898E-2,2.724075317E-1,-1.097316742E-1
9.920110710E-1,-5.269217491E-2,1.946454048E-1,-1.214480400E-1
1.000207032E0,-5.746936798E-2,1.160850525E-1,-8.168697357E-2
1.008414878E0,-9.145629406E-2,5.565214157E-2,5.282115936E-2
1.016611340E0,-2.565318346E-1,6.747388840E-2,2.897195816E-1
1.024808224E0,-3.744076490E-1,8.316946030E-2,5.435647964E-1
1.033031340E0,-3.658738136E-1,6.715297699E-2,7.511968613E-1
1.041228686E0,-2.877587080E-1,1.432800293E-2,8.506722450E-1
1.049436340E0,-1.741529703E-1,-7.993602753E-2,8.254046440E-1
1.057553493E0,-5.594277382E-2,-1.073083878E-1,7.061328888E-1
1.065713532E0,1.699686050E-2,-9.537792206E-2,5.376067162E-1
1.073907147E0,6.863081455E-2,-9.417200089E-2,4.010534286E-1
1.082099647E0,7.760393620E-2,-8.650827408E-2,2.483239174E-1
1.090306455E0,1.073119640E-1,-1.097717285E-1,9.701681137E-2
1.098500301E0,1.487278938E-1,-1.495990753E-1,-5.446052551E-2
1.106695109E0,1.633745432E-1,-1.241030693E-1,-1.298637390E-1
1.114920685E0,9.363591671E-2,-6.083488464E-2,-1.707463264E-1
1.123114839E0,7.615530491E-2,-2.147865295E-2,-1.781873703E-1
1.131354801E0,6.556105614E-2,3.474617004E-2,-2.096843719E-1
1.139550224E0,5.594182014E-2,1.005263329E-1,-3.008661270E-1
1.147743724E0,1.150236130E-1,1.047172546E-1,-3.970465660E-1
1.156051570E0,1.570031643E-1,1.578574181E-1,-4.290251732E-1
1.164245839E0,2.354595065E-1,1.862883568E-1,-3.662996292E-1
1.172455801E0,3.542013764E-1,1.704006195E-1,-3.236093521E-1
1.180652224E0,3.873655200E-1,9.107923508E-2,-2.697072029E-1
1.188849493E0,3.360311985E-1,6.437301636E-3,-1.522145271E-1
1.197042916E0,1.925766468E-1,-6.601333618E-3,1.422595978E-2
1.205237570E0,5.413627625E-2,-1.546621323E-2,1.938357353E-1
1.213445300E0,-5.998039246E-2,-2.287483215E-2,3.270173073E-1
1.221639300E0,-1.260712147E-1,-2.794742584E-2,4.914093018E-1
1.229835262E0,-1.500126123E-1,-6.053256989E-2,5.870704651E-1
1.238064454E0,-1.343742609E-1,-1.024346352E-1,6.337823868E-1
1.246260185E0,-1.139367819E-1,-1.252179146E-1,5.983886719E-1
1.254469608E0,-7.618498802E-2,-1.570949554E-1,5.643997192E-1
1.262666454E0,-5.433595181E-2,-1.280202866E-1,5.003070831E-1
1.270862723E0,-9.180653095E-2,-1.075062752E-1,3.462657928E-1
1.279085762E0,-1.217767000E-1,-6.653404236E-2,2.265367508E-1
1.287281031E0,-9.459662437E-2,-2.672147751E-2,1.315040588E-1
1.295488608E0,-1.138490438E-1,1.450014114E-2,8.010864258E-2
1.303684531E0,-8.154988289E-2,5.468177795E-2,-4.253387451E-3
1.311880262E0,-2.169358730E-2,8.215093613E-2,-1.026401520E-1
1.320116492E0,8.828520775E-3,8.779430389E-2,-2.320437431E-1
1.328303415E0,3.982532024E-2,7.483673096E-2,-2.923254967E-1
1.336512762E0,6.868135929E-2,7.494306564E-2,-3.198046684E-1
1.344706723E0,1.508076191E-1,8.821773529E-2,-3.432354927E-1
1.352899531E0,1.760869026E-1,8.544826508E-2,-3.574948311E-1
1.361093146E0,1.562851667E-1,1.192998886E-2,-2.982196808E-1
1.369286723E0,1.716969013E-1,-6.331443787E-2,-2.730269432E-1
1.377524415E0,1.837928295E-1,-1.330280304E-1,-2.772121429E-1
1.385716915E0,2.335601449E-1,-9.236431122E-2,-2.864422798E-1
1.393910107E0,2.206732631E-1,-6.324863434E-2,-2.912330627E-1
1.402103646E0,2.362428308E-1,-4.053878784E-2,-2.391352654E-1
1.410296146E0,2.871156931E-1,-6.759023666E-2,-2.449359894E-1
1.418501223E0,3.240264058E-1,-7.696294785E-2,-2.106065750E-1
1.426694261E0,3.190475106E-1,-1.045827866E-1,-1.216530800E-1
1.434888569E0,2.883404493E-1,-9.124565125E-2,-5.193519592E-2
1.443115953E0,2.506631613E-1,-8.519601822E-2,-8.443832397E-3
1.451309146E0,2.012905478E-1,-6.993532181E-2,3.055381775E-2
1.459516453E0,1.806422472E-1,-1.071839333E-1,4.790019989E-2
1.467711376E0,1.238378286E-1,-9.210014343E-2,1.061515808E-1
1.475904915E0,1.009100676E-1,-8.501672745E-2,1.434659958E-1
1.484097069E0,7.430481911E-2,-3.609371185E-2,1.363058090E-1
1.492289569E0,8.750021458E-2,-1.440048218E-4,4.863452911E-2
1.500497607E0,1.181824207E-1,2.552652359E-2,-8.394670486E-2
1.508690376E0,1.301130056E-1,4.931354523E-2,-2.192101479E-1
1.516884645E0,1.325576305E-1,7.430028915E-2,-2.283792496E-1
1.525102953E0,1.232622862E-1,1.173787117E-1,-1.306781769E-1
1.533298415E0,1.645545959E-1,6.442070007E-4,-7.403421402E-2
1.541506645E0,7.819616795E-2,4.716968536E-2,-4.139995575E-2
1.549702299E0,2.236199379E-2,3.127002716E-2,-3.594398499E-3
1.557895722E0,4.283579588E-1,-4.246511459E-1,1.272144318E-1
1.566090338E0,7.959016562E-1,-5.726795197E-1,3.377618790E-1
1.574285107E0,1.153430462E0,-6.925940514E-1,4.957580566E-1
1.582496068E0,1.298190236E0,-1.357863426E0,8.478555679E-1
1.590693337E0,1.622800589E0,-1.653876066E0,1.274352074E0
1.598890722E0,1.763732433E0,-1.649174929E0,1.405561447E0
1.607114184E0,1.480643153E0,-8.210020065E-1,1.279545784E0
1.615308337E0,1.073688269E0,-4.135441780E-1,8.493108749E-1
1.623539914E0,2.200277090E0,-6.617498398E-2,7.388067245E-1
1.631737683E0,2.489862919E0,2.082252502E-2,5.809555054E-1
1.639931722E0,2.564706087E0,3.318042755E-1,6.555452347E-1
1.648152799E0,1.981338978E0,1.062216759E0,1.025771141E0
1.656345645E0,5.115301609E-1,1.082931995E0,1.768379211E-1
1.664543337E0,-6.148372889E-1,5.797271729E-1,-7.013683319E-1
1.672736453E0,-1.516282320E0,5.529742241E-1,-1.053842068E0
1.680929837E0,-2.216245651E0,6.417932510E-1,-1.338098049E0
1.689150414E0,-2.830235243E0,7.994308472E-1,-1.626379967E0
1.697343722E0,-3.323308229E0,9.382510185E-1,-1.743028641E0
1.705540299E0,-3.638716698E0,1.129188061E0,-1.605860710E0
1.713734029E0,-3.715932369E0,1.233327866E0,-1.320678234E0
1.721928414E0,-3.507421017E0,1.366549015E0,-5.415654182E-1
1.730150068E0,-3.185458183E0,1.181168556E0,-4.134936333E-1
1.738345452E0,-2.625864029E0,3.227500916E-1,-5.503654480E-2
1.746546375E0,-1.221244216E0,-6.389741898E-1,5.910034180E-1
1.754740375E0,5.798459053E-2,-9.734377861E-1,5.685791969E-1
1.762933375E0,1.136494994E0,-9.535193443E-1,-2.752971649E-2
1.771147452E0,1.681345940E0,-8.164463043E-1,-1.781315804E-1
1.779339991E0,1.354987621E0,-5.560417175E-1,1.465301514E-1
1.787538837E0,7.868684530E-1,-1.974511147E-1,6.547451019E-3
1.795731914E0,3.281288147E-1,1.770176888E-1,-2.939105034E-1
1.803923875E0,1.023968458E-1,2.782068253E-1,-3.675408363E-1
1.812145298E0,4.697906971E-2,2.160487175E-1,-3.555331230E-1
1.820336452E0,1.058207750E-1,1.067099571E-1,-2.596583366E-1
1.828536183E0,2.251904011E-1,4.299116135E-2,-1.803002357E-1
1.836729837E0,3.574995995E-1,3.456115723E-3,-2.090463638E-1
1.844926106E0,4.946920872E-1,-2.709388733E-3,-1.944012642E-1
1.853156798E0,5.633556843E-1,1.832008362E-3,-9.941768646E-2
1.861353913E0,6.452054977E-1,-3.137111664E-2,-2.173995972E-2
1.869591413E0,6.285429001E-1,-4.804039001E-2,8.562421799E-2
1.877787721E0,3.863431215E-1,-8.248424530E-2,9.715795517E-2
1.885983490E0,1.755418777E-1,-1.364312172E-1,2.130079269E-2
1.894179836E0,7.921695709E-3,-1.495227814E-1,-9.444761276E-2
1.902376298E0,-1.416194439E-1,-1.539568901E-1,-2.489876747E-1
1.910586798E0,-2.368540764E-1,-9.898662567E-2,-2.797574997E-1
1.918784259E0,-3.019890785E-1,-2.709817886E-2,-1.904182434E-1
1.926982182E0,-3.181920052E-1,6.363058090E-2,-3.581190109E-2
1.935178221E0,-3.978414536E-1,1.315889359E-1,9.378576279E-2
1.943375605E0,-3.857896328E-1,1.447997093E-1,2.802419662E-1
1.951585990E0,-4.006805420E-1,1.833071709E-1,3.166208267E-1
1.959782336E0,-3.564746380E-1,1.555318832E-1,2.033243179E-1
1.967975798E0,-4.600756168E-1,1.647443771E-1,1.369009018E-1
1.976169759E0,-5.382850170E-1,2.690558434E-1,9.635639191E-2
1.984365874E0,-4.172332287E-1,2.966675758E-1,1.096167564E-1
1.992576413E0,-2.540915012E-1,2.209882736E-1,1.986713409E-1
2.000774144E0,-2.040336132E-1,1.251344681E-1,2.444634438E-1
2.008972797E0,-1.692428589E-1,6.838321686E-2,2.577257156E-1
2.017199451E0,-2.283809185E-1,-3.885269165E-3,1.951470375E-1
2.025396528E0,-3.021740913E-1,3.798103333E-2,1.235799789E-1
2.033604028E0,-3.010950089E-1,5.471229553E-2,-2.094984055E-2
2.041800336E0,-3.279089928E-1,1.223235130E-1,-4.344272614E-2
2.049996951E0,-3.177652359E-1,1.203670502E-1,-1.587128639E-1
2.058193490E0,-2.552211285E-1,2.531385422E-2,-2.134413719E-1
2.066388566E0,-2.726831436E-1,-3.587675095E-2,-2.438488007E-1
2.074647874E0,-2.679340839E-1,-2.733898163E-2,-2.501621246E-1
2.082844566E0,-3.006396294E-1,6.550788879E-2,-2.980532646E-1
2.091044989E0,-3.432312012E-1,8.499956131E-2,-3.538250923E-1
2.099240182E0,-3.861460686E-1,1.289548874E-1,-3.214464188E-1
2.107435797E0,-3.559815884E-1,1.662411690E-1,-2.634992599E-1
2.115674259E0,-2.222967148E-1,1.342153549E-1,-2.134685516E-1
2.123869759E0,-3.929996490E-2,1.081681252E-1,-1.896343231E-1
2.132064720E0,6.565022469E-2,6.403684616E-2,-1.169252396E-1
2.140259028E0,9.853315353E-2,1.342821121E-2,-1.118855476E-1
2.148453566E0,-7.244110107E-3,1.569509506E-2,-1.188569069E-1
2.156660835E0,-1.616797447E-1,1.241683960E-3,-3.276300430E-2
2.164858989E0,-1.609640121E-1,-3.752517700E-2,1.731872559E-1
2.173056528E0,-1.153423786E-1,-1.153421402E-2,4.057703018E-1
2.181253297E0,-1.318335533E-1,1.885652542E-2,3.880119324E-1
2.189450604E0,-1.647603512E-1,3.299331665E-2,2.198572159E-1
2.197660374E0,-2.442336082E-1,3.115510941E-2,1.170430183E-1
2.205857412E0,-3.045835495E-1,7.663011551E-2,-6.174659729E-2
2.214054720E0,-5.549457073E-1,1.552443504E-1,-1.599268913E0
2.222278643E0,-5.830996037E-1,2.463974953E-1,-1.270174026E0
2.230474797E0,-2.352280617E-1,2.256402969E-1,-9.136705399E-1
2.238680143E0,1.380283833E-1,6.115770340E-2,-3.740248680E-1
2.246863950E0,1.278622150E-1,8.657217026E-2,9.885931015E-2
2.255061258E0,-2.148246765E-2,1.519002914E-1,1.256351471E-1
2.263277489E0,-2.357747555E-1,1.559896469E-1,-6.813383102E-2
2.271473527E0,-3.449935913E-1,9.725952148E-2,-7.239675522E-2
2.279676527E0,-4.861371517E-1,1.408085823E-1,-9.406089783E-3
2.287872219E0,-6.512963772E-1,1.470079422E-1,-1.583094597E-1
2.296067104E0,-5.179219246E-1,9.596443176E-2,-4.315028191E-1
2.304296142E0,-6.066346169E-1,1.827282906E-1,-1.137611866E0
2.312491758E0,-7.048473358E-1,2.711906433E-1,-1.521410465E0
2.320695142E0,-6.668140888E-1,2.933855057E-1,-1.465586662E0
2.328890950E0,-4.105050564E-1,1.503176689E-1,-9.765686989E-1
2.337085488E0,-5.756378174E-2,-3.617715836E-2,-2.641005516E-1
2.345308642E0,1.926233768E-1,-9.442329407E-2,3.555746078E-1
2.353505796E0,3.285112381E-1,-1.113576889E-1,7.939968109E-1
2.361737988E0,3.630712032E-1,-1.530923843E-1,9.617424011E-1
2.369932758E0,3.166513443E-1,-1.875338554E-1,9.345970154E-1
2.378126681E0,1.500263214E-1,-1.638646126E-1,7.523331642E-1
2.386345373E0,7.219314575E-3,-4.274702072E-2,4.634723663E-1
2.394541642E0,-1.207671165E-1,6.211709976E-2,1.045374870E-1
2.402749411E0,-1.427526474E-1,1.008100510E-1,-2.079229355E-1
2.410944719E0,-1.309006214E-1,1.000933647E-1,-3.762197495E-1
2.419139950E0,-2.029716969E-1,7.307291031E-2,-4.062170982E-1
2.427366373E0,-2.941009998E-1,3.142786026E-2,-2.616391182E-1
2.435559142E0,-2.821691036E-1,-2.127170563E-2,-5.877542496E-2
2.443765527E0,-2.365190983E-1,-1.024203300E-1,1.335153580E-1
2.451960988E0,-1.019768715E-1,-1.251125336E-1,3.051328659E-1
2.460156680E0,1.984071732E-2,-1.199321747E-1,3.790497780E-1
2.468352450E0,1.174378395E-1,-9.727191925E-2,3.417315483E-1
2.476549219E0,1.973590851E-1,-3.085422516E-2,2.705116272E-1
2.484760142E0,2.214045525E-1,-1.626253128E-2,1.365323067E-1
2.492957257E0,2.168285847E-1,-2.155303955E-4,9.085178375E-3
2.501155680E0,1.732363701E-1,-3.659725189E-3,-5.756759644E-2
2.509380295E0,6.555390358E-2,5.566740036E-2,-1.004533768E-1
2.517577026E0,-1.521739960E-1,1.345672607E-1,-8.136320114E-2
2.525785449E0,-2.509706020E-1,1.733040810E-1,-3.423213959E-2
2.533982334E0,-1.685578823E-1,7.537746429E-2,-7.100439072E-2
2.542178142E0,-8.877277374E-2,-2.950668335E-2,-1.415295601E-1
2.550373988E0,-8.755826950E-2,-7.643032074E-2,-1.906986237E-1
2.558572872E0,-1.102297306E-1,-8.468008041E-2,-2.520713806E-1
2.566783065E0,-1.270887852E-1,-1.296567917E-2,-2.931070328E-1
2.574980372E0,-1.263525486E-1,5.466890335E-2,-3.184590340E-1
2.583177564E0,-6.230998039E-2,4.517889023E-2,-2.026243210E-1
2.591374103E0,2.588009834E-2,-1.691770554E-2,1.779890060E-2
2.599570064E0,8.836817741E-2,-1.384015083E-1,2.519946098E-1
2.607811334E0,1.053862572E-1,-2.124724388E-1,4.962506294E-1
2.616009718E0,8.435368538E-2,-2.323446274E-1,6.578078270E-1
2.624208872E0,7.122206688E-2,-1.835083961E-1,6.696329117E-1
2.632405564E0,7.347631454E-2,-1.497907639E-1,5.605440140E-1
2.640602410E0,7.645034790E-2,-1.302194595E-1,3.751692772E-1
2.648812410E0,4.628634453E-2,-8.340597153E-2,1.463837624E-1
2.657009987E0,-1.138734818E-2,-1.251840591E-2,-2.043104172E-2
2.665208833E0,-9.150743484E-3,1.831340790E-2,-1.350317001E-1
2.673407756E0,-6.415843964E-4,4.038953781E-2,-1.523933411E-1
2.681606603E0,-6.059312820E-2,4.699468613E-2,-1.807761192E-1
2.689817987E0,-6.166887283E-2,-1.453781128E-2,-1.098961830E-1
2.698015218E0,-1.700377464E-2,-3.961133957E-2,-1.299476624E-2
2.706213718E0,6.272912025E-2,-1.219034195E-2,6.221914291E-2
2.714413564E0,1.450235844E-1,-3.828287125E-2,9.982299805E-2
2.722613410E0,1.798994541E-1,-9.388732910E-2,-2.941942215E-2
2.730824718E0,1.310322285E-1,-7.284402847E-2,-1.969623566E-1
2.739022218E0,6.579709053E-2,-7.225513458E-2,-1.856188774E-1
2.747220948E0,4.915952682E-3,-3.456306458E-2,-1.489624977E-1
2.755446948E0,-3.197145462E-2,-6.080627441E-2,-1.199874878E-1
2.763645564E0,-4.213285446E-2,-1.008148193E-1,-6.498384476E-2
2.771857256E0,-6.380224228E-2,-1.312685013E-1,2.171516418E-3
2.780055602E0,-1.038939953E-1,-8.323383331E-2,8.672094345E-2
2.788253218E0,-6.047320366E-2,-6.945610046E-3,2.361855507E-1
2.796450141E0,4.463195801E-3,3.901481628E-3,2.354040146E-1
2.804647679E0,-2.823185921E-2,1.180076599E-2,1.992998123E-1
2.812857987E0,-5.033493042E-2,1.905679703E-2,1.927351952E-1
2.821055602E0,-6.659007072E-2,-1.500034332E-2,1.702094078E-1
2.829252679E0,-6.779980659E-2,-6.130409241E-2,1.409258842E-1
2.837448487E0,-5.415320396E-2,-1.031594276E-1,6.895780563E-2
2.845644333E0,-9.022688866E-2,-1.186857224E-1,2.111721039E-2
2.853885602E0,-1.533176899E-1,-6.689214706E-2,-7.994651794E-3
2.862081371E0,-1.697485447E-1,-5.302429199E-3,7.830619812E-3
2.870278333E0,-1.451451778E-1,3.713178635E-2,6.609916687E-2
2.878476140E0,-1.067335606E-1,7.488393784E-2,3.238153458E-2
2.886674294E0,-3.088808060E-2,5.775737762E-2,4.375171661E-2
2.894885717E0,3.744554520E-2,3.306198120E-2,2.658891678E-2
2.903084679E0,1.040904522E-1,2.006816864E-2,-2.605009079E-2
2.911281640E0,1.261951923E-1,-3.626823425E-2,-1.069293022E-1
2.919477794E0,9.613680840E-2,-3.476619720E-2,-1.687631607E-1
2.927675179E0,2.795529366E-2,-3.250026703E-2,-1.927919388E-1
2.935886602E0,-4.745554924E-2,-1.518821716E-2,-2.053556442E-1
2.944084678E0,-1.084842682E-1,-2.575302124E-2,-1.012201309E-1
2.952282486E0,-1.031255722E-1,-1.677274704E-2,7.426500320E-2
2.960481640E0,-4.454684258E-2,-4.649257660E-2,1.927576065E-1
2.968680178E0,6.327986717E-2,-8.694028854E-2,2.790060043E-1
2.976890871E0,1.275875568E-1,-1.311020851E-1,2.471213341E-1
2.985089140E0,1.146016121E-1,-7.631492615E-2,1.403279305E-1
2.993286909E0,8.267974854E-2,1.585960388E-3,-4.718494415E-2
3.001511063E0,4.840755463E-2,3.194808960E-3,-1.630959511E-1
3.009708371E0,1.844835281E-2,-2.069711685E-2,-2.127270699E-1
3.017917755E0,1.448321342E-2,-2.920246124E-2,-2.033600807E-1
3.026114255E0,1.967549324E-2,-1.259803772E-2,-1.662502289E-1
3.034310793E0,4.860162735E-2,-1.901149750E-2,-8.678960800E-2
3.042507601E0,3.251791000E-2,-3.580570221E-3,-2.416038513E-2
3.050703178E0,2.875781059E-2,-2.179527283E-2,2.191019058E-2
3.058914909E0,2.998232841E-2,-3.282880783E-2,3.398418427E-3
3.067113909E0,8.150243759E-2,-5.579853058E-2,-6.540822983E-2
3.075310793E0,1.078441143E-1,-7.422494888E-2,-6.425857544E-2
3.083449255E0,3.796696663E-2,-3.006982803E-2,-7.306432724E-2
3.091646793E0,5.928277969E-3,1.935625076E-2,-1.532316208E-2
3.099890178E0,-5.342102051E-2,2.812623978E-2,1.336765289E-2
3.108088293E0,-3.688287735E-2,5.594873428E-2,5.628967285E-2
3.116286447E0,-2.990722656E-2,2.366876602E-2,4.194211960E-2
3.124483755E0,-5.179119110E-2,-3.772115707E-2,2.783966064E-2
